employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-95779702,Cassidy,Williams,Male,Illinois,Naperville,2018-01-29,Operations,Operations Analyst,Bachelor,71441,Good,No,1963-09-13,2024-09-06
00-62686364,Jacob,Gill,Male,New York,New York City,2020-10-08,Sales,Sales Representative,Bachelor,69623,Good,No,1983-04-04,2021-05-09
00-71453007,Emily,Robinson,Female,New York,Buffalo,2021-03-23,Operations,Inventory Specialist,Bachelor,55810,Needs Improvement,Yes,1985-07-05,2021-09-19
00-49922369,Molly,Cook,Female,Illinois,Chicago,2024-12-19,Operations,Logistics Coordinator,Bachelor,58681,Good,Yes,1994-05-26,2025-06-17
00-27978165,Alexis,Giles,Female,North Carolina,Charlotte,2018-10-15,Operations,Inventory Specialist,Bachelor,63231,Satisfactory,No,2000-11-07,2019-04-13
00-25696616,David,Key,Male,New York,Rochester,2017-07-05,Finance,Accountant,Bachelor,63220,Good,No,2001-05-14,2021-05-03
00-78561753,Robin,Dominguez,Female,Michigan,Grand Rapids,2018-10-01,Sales,Sales Consultant,Bachelor,71673,Good,No,1984-12-03,2019-03-30
00-87149161,James,Herman,Female,Michigan,Grand Rapids,2018-08-03,Operations,Logistics Coordinator,Bachelor,57476,Good,Yes,1991-08-29,2022-04-28
00-95295586,Marc,Campbell,Female,New York,Rochester,2020-06-30,Operations,Logistics Coordinator,Bachelor,65201,Good,Yes,1971-02-13,2020-12-27
00-84479105,Amanda,Howard,Male,New York,Rochester,2017-04-12,Finance,Financial Analyst,Bachelor,100228,Satisfactory,No,1982-08-03,2024-05-24
00-35111946,Michael,Andrade,Female,New York,New York City,2018-06-30,Marketing,Marketing Manager,Bachelor,104183,Good,No,1979-05-15,2018-12-27
00-17195581,Corey,Zavala,Male,North Carolina,Raleigh,2023-07-02,Operations,Logistics Coordinator,Bachelor,67495,Good,Yes,2004-04-19,2023-12-29
00-28325379,Kathleen,Flores,Female,New York,Rochester,2017-03-20,Customer Service,Support Specialist,High School,60973,Good,Yes,1985-12-30,2023-12-14
00-77838742,Nathan,Gutierrez,Male,New York,Buffalo,2022-08-07,Sales,Sales Consultant,Bachelor,83965,Good,No,1998-11-03,2023-04-29
00-75998330,Michelle,Figueroa,Male,New York,New York City,2019-01-07,Finance,Accountant,Bachelor,83436,Good,No,1993-06-09,2023-09-04
00-32448383,Jose,Donovan,Male,Michigan,Grand Rapids,2016-08-12,Sales,Sales Specialist,Bachelor,88606,Satisfactory,No,1993-10-13,2020-11-24
00-39598969,Jennifer,Phillips,Male,New York,Rochester,2017-03-18,Operations,Logistics Coordinator,Bachelor,70926,Good,No,1997-03-28,2020-07-20
00-82156607,Mark,James,Female,New York,New York City,2017-11-20,Operations,Inventory Specialist,Bachelor,64077,Satisfactory,Yes,1981-08-25,2021-07-01
00-76479831,John,Pierce,Female,New York,Buffalo,2020-09-22,Sales,Sales Consultant,Master,78525,Good,No,1966-11-07,2021-03-21
00-25328557,Matthew,Hines,Female,Michigan,Warren,2017-07-09,Customer Service,Customer Service Representative,High School,53490,Good,Yes,2002-03-21,2019-04-18
00-59239353,Tammy,May,Male,Michigan,Warren,2020-07-09,Operations,Logistics Coordinator,Bachelor,71131,Good,Yes,1961-10-18,2021-01-05
00-69239219,Steven,Oconnor,Male,New York,Buffalo,2020-05-16,Customer Service,Customer Service Representative,High School,57259,Excellent,No,1977-04-18,2020-11-12
00-97734330,Gary,Cortez,Female,New York,New York City,2022-07-09,Operations,Inventory Specialist,High School,62533,Good,Yes,1971-05-09,2023-01-05
00-14325890,Jack,Preston,Female,New York,Buffalo,2019-09-07,Sales,Sales Manager,Master,112939,Satisfactory,Yes,2002-04-08,2020-03-05
00-21674661,Susan,Warren,Female,New York,New York City,2019-11-22,Operations,Inventory Specialist,High School,58561,Good,Yes,1997-05-27,2024-03-20
00-41802361,Melanie,Landry,Female,New York,Rochester,2017-09-17,Sales,Sales Consultant,Master,101172,Satisfactory,No,1985-01-27,2022-10-15
00-57060874,Brandon,Smith,Male,Pennsylvania,Pittsburgh,2023-02-23,Operations,Operations Analyst,Bachelor,71418,Good,No,1976-05-20,2023-08-22
00-67467610,Megan,Hall,Male,New York,Rochester,2017-10-02,IT,System Administrator,Master,70324,Good,Yes,1961-06-07,2023-09-26
00-37732020,Edward,Robinson,Male,Michigan,Grand Rapids,2023-06-27,Operations,Inventory Specialist,Bachelor,59535,Needs Improvement,No,1984-05-08,2023-12-24
00-57085656,Nathaniel,Williamson,Male,Michigan,Detroit,2020-09-15,Customer Service,Help Desk Technician,Bachelor,78153,Satisfactory,No,1990-04-25,2021-03-14
00-32599227,Sarah,Durham,Male,New York,Rochester,2018-09-14,Operations,Inventory Specialist,High School,67973,Satisfactory,No,1962-08-26,2019-03-13
00-48833650,Tony,Smith,Male,New York,Buffalo,2020-08-02,Customer Service,Customer Service Representative,Bachelor,73455,Good,No,1960-03-23,2021-01-29
00-22780905,Robert,Smith,Male,New York,Rochester,2017-10-08,IT,Software Developer,Bachelor,104307,Good,No,1968-01-10,2018-04-06
00-47221734,Joshua,Madden,Male,New York,New York City,2023-01-07,IT,Software Developer,Master,74844,Satisfactory,Yes,2002-10-03,2023-07-06
00-27809465,Wayne,Wolfe,Male,New York,New York City,2017-06-17,Sales,Sales Consultant,Bachelor,104025,Excellent,Yes,1995-07-27,2021-11-24
00-43226234,Linda,Browning,Male,Michigan,Grand Rapids,2022-02-11,Sales,Sales Consultant,Master,75153,Good,Yes,1970-06-22,2022-08-10
00-75694038,Samantha,Warren,Male,Illinois,Naperville,2017-04-04,Operations,Operations Analyst,Bachelor,91387,Good,No,1991-02-07,2024-02-19
00-94263610,James,Fox,Female,North Carolina,Greensboro,2019-11-13,Operations,Operations Manager,Master,111779,Excellent,No,1968-06-19,2021-05-28
00-95044078,Michael,Norton,Male,New York,Buffalo,2023-01-31,Operations,Inventory Specialist,Bachelor,67294,Good,No,1986-01-15,2023-07-30
00-79204468,Nathan,Sullivan,Female,New York,Buffalo,2022-08-08,Operations,Inventory Specialist,High School,55163,Good,No,1991-05-29,2024-07-29
00-71028216,John,Terry,Female,New York,Buffalo,2024-04-26,Finance,Accounts Payable Specialist,Bachelor,58329,Satisfactory,Yes,1974-07-22,2024-10-23
00-10331931,Gabriella,Abbott,Female,New York,Buffalo,2023-09-11,Customer Service,Customer Service Representative,High School,59923,Satisfactory,No,1966-03-22,2024-03-09
00-71532017,Victoria,Santos,Female,Michigan,Warren,2021-01-13,Finance,Financial Analyst,PhD,109826,Satisfactory,Yes,1976-06-17,2024-03-06
00-18500100,Clayton,Gray,Female,New York,Buffalo,2023-08-03,Operations,Logistics Coordinator,Bachelor,54408,Good,No,2004-06-09,2024-01-30
00-67665720,Thomas,Walsh,Female,New York,New York City,2023-09-30,Customer Service,Support Specialist,High School,63800,Good,No,1997-07-19,2024-03-28
00-53334226,George,Porter,Male,New York,Rochester,2023-06-18,Marketing,SEO Specialist,High School,62642,Excellent,No,1997-04-21,2023-12-15
00-87568940,Deanna,Rivera,Male,New York,Rochester,2017-11-30,IT,System Administrator,Bachelor,75814,Good,No,1986-12-08,2020-09-20
00-56135950,Terri,Jacobson,Female,New York,New York City,2023-12-23,Sales,Sales Consultant,Bachelor,95345,Good,No,1982-11-05,2024-06-20
00-23364695,Brad,Lewis,Male,New York,Buffalo,2021-12-04,Operations,Inventory Specialist,Bachelor,67130,Satisfactory,Yes,1977-11-29,2022-06-02
00-26674831,Heather,Knight,Female,New York,Rochester,2024-04-15,IT,System Administrator,Bachelor,91316,Good,No,1979-10-16,2024-10-12
00-71272827,Brandon,Jones,Male,New York,Rochester,2015-12-26,Operations,Operations Analyst,Bachelor,63503,Satisfactory,Yes,1975-12-22,2022-01-30
00-27705074,Juan,Daniels,Male,New York,Buffalo,2023-09-13,Customer Service,Support Specialist,Bachelor,64765,Excellent,No,1994-02-20,2024-03-11
00-46778269,Antonio,Mcfarland,Male,Michigan,Detroit,2016-05-02,Sales,Sales Representative,Bachelor,66612,Good,Yes,1976-04-04,2021-12-10
00-21062296,Alexis,Clark,Female,New York,Buffalo,2018-02-25,Customer Service,Support Specialist,High School,54545,Excellent,No,1982-04-15,2022-09-19
00-16950770,Karen,Marquez,Female,New York,Buffalo,2019-06-04,Marketing,Content Creator,High School,54173,Satisfactory,No,1996-09-28,2021-09-11
00-41426254,Sarah,Evans,Male,New York,New York City,2019-08-08,Marketing,Marketing Coordinator,Bachelor,62162,Good,No,1996-01-27,2021-12-05
00-22775337,John,Davenport,Female,Michigan,Detroit,2015-06-01,IT,Software Developer,Bachelor,93787,Satisfactory,Yes,1978-09-26,2022-02-24
00-27810664,Erica,Fernandez,Male,Michigan,Warren,2020-05-29,Sales,Sales Representative,Bachelor,60449,Satisfactory,No,1998-02-02,2021-06-21
00-69735865,Karla,Taylor,Male,New York,Buffalo,2015-09-25,IT,System Administrator,Master,93683,Good,Yes,1990-12-30,2017-10-27
00-26185823,Jennifer,Mason,Male,North Carolina,Greensboro,2024-05-14,Sales,Sales Consultant,PhD,86833,Good,No,1977-02-17,2024-11-10
00-27740248,Brian,Kim,Female,New York,Buffalo,2019-11-22,Operations,Logistics Coordinator,Bachelor,56189,Excellent,No,1977-05-25,2021-06-11
00-21989814,Charles,Jacobs,Female,New York,New York City,2022-08-27,Customer Service,Customer Service Representative,Bachelor,56067,Excellent,No,1983-02-14,2023-03-02
00-52057323,Stephanie,Sanders,Female,New York,New York City,2018-10-28,Customer Service,Support Specialist,Bachelor,63415,Satisfactory,No,1985-05-10,2021-10-13
00-61367949,Mark,Walters,Female,New York,New York City,2023-11-01,Sales,Sales Specialist,Bachelor,80602,Needs Improvement,No,1997-08-01,2024-04-29
00-29173414,Victoria,Henry,Male,New York,New York City,2016-05-18,Sales,Sales Representative,Bachelor,62318,Excellent,No,1990-03-04,2018-04-19
00-91915661,Angela,Bennett,Female,New York,New York City,2022-03-14,IT,IT Support Specialist,High School,63478,Satisfactory,No,1973-12-29,2022-09-10
00-38595818,Erin,Guerrero,Female,North Carolina,Charlotte,2021-02-03,Operations,Operations Analyst,Bachelor,63106,Good,No,2002-03-01,2021-09-07
00-92688322,Kelsey,Phillips,Female,New York,New York City,2022-04-06,Operations,Logistics Coordinator,Bachelor,61516,Good,No,1999-01-24,2024-03-28
00-23484199,Jennifer,Miller,Male,New York,Rochester,2017-03-01,Operations,Logistics Coordinator,Bachelor,72125,Good,No,1977-10-31,2021-02-23
00-61543890,Norman,Bowers,Male,New York,New York City,2018-03-01,Finance,Accounts Payable Specialist,Bachelor,67452,Good,Yes,1986-09-21,2020-01-31
00-28767690,Jodi,Stewart,Male,New York,Buffalo,2017-02-11,Marketing,Content Creator,High School,59003,Good,No,2001-05-07,2017-11-11
00-43308414,Christopher,Hahn,Female,New York,Buffalo,2020-06-21,Operations,Logistics Coordinator,Bachelor,64618,Excellent,No,1973-08-21,2022-01-27
00-91549765,Michael,Nelson,Male,New York,Buffalo,2017-02-21,Operations,Logistics Coordinator,Bachelor,68422,Needs Improvement,No,1980-11-22,2017-09-05
00-98369672,Christopher,Jordan,Male,New York,Rochester,2023-08-05,Operations,Operations Analyst,Master,75485,Good,No,1993-03-16,2024-02-01
00-91460345,Angela,Russell,Male,New York,Rochester,2020-01-11,Sales,Sales Consultant,Bachelor,76326,Good,Yes,1988-04-19,2024-05-27
00-49666982,Christopher,Spencer,Female,New York,New York City,2021-08-20,Operations,Operations Analyst,Master,93274,Satisfactory,Yes,1964-02-11,2022-02-16
00-61792685,Carly,Nguyen,Male,New York,Rochester,2016-05-29,Customer Service,Customer Service Representative,Bachelor,65653,Good,No,1981-12-01,2021-08-29
00-89715904,Alexander,Gutierrez,Female,New York,Buffalo,2016-10-29,Customer Service,Support Specialist,Bachelor,58808,Good,Yes,1965-04-30,2018-10-21
00-52476240,Christopher,Santana,Male,New York,Buffalo,2017-12-18,Operations,Inventory Specialist,Bachelor,61590,Good,No,1983-05-28,2021-12-20
00-59044830,Victoria,Sanchez,Female,New York,Buffalo,2020-07-21,Operations,Inventory Specialist,High School,64829,Satisfactory,No,1990-03-03,2021-01-17
00-73218512,Gavin,James,Male,North Carolina,Charlotte,2024-02-23,Sales,Sales Representative,Bachelor,71458,Satisfactory,No,1986-03-10,2024-08-21
00-88834594,Joseph,Adams,Male,New York,New York City,2016-02-26,IT,Software Developer,Bachelor,95424,Satisfactory,Yes,1978-12-10,2019-02-24
00-15345470,Bryan,Hamilton,Female,New York,Rochester,2024-06-12,Customer Service,Help Desk Technician,Bachelor,87185,Good,No,1980-07-31,2024-12-09
00-48451741,Kevin,Patton,Male,New York,Rochester,2021-05-21,Customer Service,Support Specialist,High School,57356,Good,No,1978-11-25,2021-11-17
00-65758338,Johnathan,Wright,Male,New York,New York City,2019-08-31,Operations,Operations Manager,Bachelor,87126,Good,No,2004-09-09,2023-08-30
00-95971459,Tyler,Jensen,Female,Michigan,Grand Rapids,2020-06-26,Operations,Operations Analyst,Bachelor,60523,Good,No,1993-09-27,2023-03-05
00-47241089,Daniel,Torres,Male,Illinois,Naperville,2016-06-02,Sales,Sales Representative,Bachelor,76787,Good,Yes,1983-12-19,2022-09-06
00-37272705,Martin,Oliver,Female,New York,New York City,2024-11-08,HR,HR Coordinator,Bachelor,64037,Satisfactory,No,2000-06-03,2025-05-07
00-53855682,Michelle,Alexander,Male,North Carolina,Charlotte,2019-06-17,Marketing,Marketing Coordinator,Bachelor,64978,Satisfactory,No,1997-09-25,2024-01-01
00-97219985,Lisa,Villarreal,Male,Virginia,Richmond,2022-08-19,Operations,Inventory Specialist,Bachelor,69392,Good,No,1972-10-03,2023-02-15
00-68718382,Derek,Flores,Female,New York,New York City,2022-09-28,Sales,Sales Consultant,Bachelor,69238,Excellent,Yes,1992-10-20,2023-03-27
00-42813517,James,Edwards,Male,Illinois,Naperville,2016-06-03,Marketing,Content Creator,Bachelor,73248,Good,No,1971-03-17,2017-04-13
00-70850538,Tanya,Carter,Female,New York,Buffalo,2021-09-27,Operations,Inventory Specialist,High School,56510,Satisfactory,No,1967-10-04,2022-12-30
00-99399687,Cynthia,Faulkner,Male,Illinois,Naperville,2022-10-31,Customer Service,Support Specialist,High School,62476,Excellent,No,2003-09-28,2023-04-29
00-26031369,John,Bennett,Male,New York,Rochester,2015-11-14,Marketing,Marketing Coordinator,Bachelor,84536,Satisfactory,No,1981-12-22,2021-07-02
00-11523452,Kristi,Diaz,Female,New York,New York City,2017-12-28,Operations,Logistics Coordinator,Bachelor,59698,Good,Yes,1972-09-16,2018-06-26
00-79420474,Anne,Vargas,Female,Pennsylvania,Allentown,2023-07-31,Sales,Sales Consultant,Bachelor,65295,Satisfactory,No,1984-05-03,2024-01-27
00-32409388,Hector,Saunders,Male,New York,Buffalo,2018-01-11,Sales,Sales Specialist,Bachelor,63037,Good,No,2003-03-05,2018-07-10
00-46072958,Stephanie,Murray,Male,New York,Buffalo,2022-10-03,Sales,Sales Specialist,Master,65433,Good,No,1990-04-16,2023-04-01
00-13940129,Jason,Salinas,Female,New York,New York City,2018-11-19,Sales,Sales Specialist,Master,75639,Satisfactory,Yes,1997-01-09,2019-05-18
00-80310522,Heather,Fuentes,Female,New York,New York City,2016-11-05,Customer Service,Help Desk Technician,High School,78081,Good,Yes,2001-05-24,2018-05-22
00-94226031,Laura,Chambers,Male,North Carolina,Raleigh,2016-02-24,Customer Service,Support Specialist,Bachelor,62300,Needs Improvement,Yes,1995-06-24,2017-09-29
00-58335011,Cynthia,Allen,Male,Michigan,Warren,2016-09-12,IT,Software Developer,Bachelor,85309,Good,No,1996-04-18,2020-07-21
00-59350218,Eric,Henderson,Male,New York,Buffalo,2017-05-27,Sales,Sales Representative,Bachelor,82145,Good,Yes,1960-02-01,2020-06-17
00-25479814,Charles,Ewing,Male,New York,Rochester,2017-07-06,Customer Service,Help Desk Technician,High School,73750,Excellent,Yes,1998-08-15,2021-12-12
00-15910667,Brandi,Ferguson,Male,Virginia,Richmond,2023-12-25,Operations,Inventory Specialist,Bachelor,62395,Excellent,No,1991-02-02,2024-06-22
00-16171536,Samantha,Holt,Male,Illinois,Aurora,2019-07-31,Customer Service,Help Desk Technician,High School,65079,Satisfactory,Yes,1997-03-22,2020-01-27
00-34019729,Benjamin,Schmitt,Male,Michigan,Warren,2024-09-29,Marketing,SEO Specialist,Bachelor,84665,Excellent,No,1984-06-04,2025-03-28
00-98007006,Paula,Herrera,Female,New York,Rochester,2019-09-05,Sales,Sales Specialist,PhD,67503,Good,No,1971-05-11,2020-03-03
00-65869014,Robin,Rodriguez,Male,New York,Rochester,2024-04-06,Operations,Logistics Coordinator,Bachelor,67978,Satisfactory,No,1994-09-22,2024-10-03
00-20453825,Diane,Kelly,Male,New York,Rochester,2020-09-08,IT,Software Developer,Bachelor,103902,Satisfactory,No,1976-06-09,2023-11-03
00-17069536,Cheyenne,Hart,Female,Illinois,Chicago,2017-09-08,IT,Software Developer,Bachelor,87090,Needs Improvement,No,1993-04-28,2023-07-13
00-63811222,Erica,Ross,Male,Michigan,Warren,2016-10-19,Marketing,SEO Specialist,High School,58707,Good,Yes,1992-01-23,2022-07-27
00-47890586,Martin,Hogan,Male,Michigan,Warren,2023-02-11,Operations,Inventory Specialist,Bachelor,65671,Good,No,1979-01-24,2023-08-10
00-21594468,Alex,Green,Male,New York,New York City,2020-07-17,Customer Service,Customer Service Representative,Bachelor,64337,Satisfactory,No,1996-04-18,2022-01-03
00-36933626,Julie,Grant,Male,New York,Buffalo,2017-09-25,Customer Service,Help Desk Technician,High School,64798,Satisfactory,No,1999-09-07,2021-08-15
00-93579731,Barbara,Griffin,Female,North Carolina,Raleigh,2017-06-01,IT,Software Developer,Master,110070,Good,Yes,1963-07-11,2017-11-28
00-76217748,Steven,Frazier,Male,New York,Rochester,2024-09-25,Marketing,Content Creator,Bachelor,70827,Satisfactory,No,1982-02-22,2025-03-24
00-83357939,Vincent,Cooper,Female,Pennsylvania,Allentown,2022-01-10,Sales,Sales Representative,Bachelor,57411,Excellent,No,1961-06-12,2022-07-09
00-10856024,Timothy,Phillips,Male,New York,Rochester,2024-12-23,Customer Service,Help Desk Technician,Bachelor,92411,Good,No,1995-09-28,2025-06-21
00-82684966,Suzanne,Wilson,Male,New York,New York City,2018-10-11,Operations,Operations Manager,Bachelor,113265,Satisfactory,Yes,1962-08-09,2020-01-30
00-54965270,Donald,Collins,Male,North Carolina,Raleigh,2015-06-26,Sales,Sales Representative,Bachelor,62530,Satisfactory,Yes,1985-07-18,2021-05-30
00-51273379,Kristen,Boyd,Male,New York,Buffalo,2016-05-15,Customer Service,Customer Service Representative,Bachelor,66293,Good,Yes,1998-07-25,2024-08-28
00-66346728,Thomas,Kim,Male,New York,Rochester,2020-09-27,Operations,Logistics Coordinator,Bachelor,69454,Good,No,1977-12-16,2021-03-26
00-47557512,Shaun,Jones,Female,New York,Buffalo,2016-01-18,Operations,Operations Analyst,Bachelor,69285,Good,Yes,2001-12-31,2016-07-16
00-79760901,Lisa,Wilson,Female,New York,Rochester,2019-11-26,IT,IT Support Specialist,High School,57672,Good,No,1972-09-11,2021-03-17
00-21395409,Matthew,Rodriguez,Male,New York,New York City,2020-11-06,Operations,Logistics Coordinator,Bachelor,60543,Excellent,No,1994-10-13,2021-05-05
00-95525640,Frank,Riggs,Female,Michigan,Grand Rapids,2023-04-05,Sales,Sales Representative,Bachelor,61448,Satisfactory,No,1970-04-25,2024-10-12
00-86211608,Zachary,Arnold,Female,Virginia,Virginia Beach,2016-05-08,Operations,Inventory Specialist,Bachelor,63074,Good,No,1970-10-29,2016-11-04
00-41778964,Anita,Mullen,Female,New York,New York City,2017-04-01,Customer Service,Customer Service Representative,High School,55239,Excellent,No,2003-10-28,2018-10-06
00-62741214,Lauren,Soto,Male,New York,Rochester,2022-03-14,Operations,Logistics Coordinator,Bachelor,65064,Good,No,1978-11-13,2022-09-10
00-52688984,Danielle,Reynolds,Female,Michigan,Detroit,2019-01-12,Sales,Sales Consultant,PhD,84300,Good,No,1960-02-26,2023-04-09
00-37207628,Jo,Ware,Female,New York,Buffalo,2017-06-24,Sales,Sales Representative,Bachelor,57211,Good,No,1985-05-11,2017-12-21
00-30858851,Brittany,Price,Female,Michigan,Grand Rapids,2016-09-30,Operations,Operations Analyst,Bachelor,68203,Good,Yes,1977-09-13,2017-03-29
00-52148834,Jason,Ramirez,Male,New York,Rochester,2019-10-01,IT,IT Support Specialist,Bachelor,64355,Good,No,1970-11-30,2020-03-29
